Model,Brand,Date of Sale,Sale Price (€),Year,Mileage,Classification,Transmission,Fuel Type,Description,Sale Location,Car Age at Sale
Mercedes-Benz E Class (BlueEfficiency),Benz,2024-05-31,4819.0,2012,161725,Estate,Manual,Diesel,Red Mercedes-Benz E Class2.1 E250 CDI BlueEfficiency Avantgarde 5dr3 previous owners,Kerry,12
Mercedes-Benz Glb Class (GLB220d),Benz,2024-05-31,38505.0,2020,12763,SUV,Automatic,Diesel,Mercedes-Benz Glb-ClassGLB 220 D 4MATIC AMG Line 2.0 5dr,Limerick,4
Mercedes-Benz M Class (ML350 V6),Benz,2024-06-01,16285.0,2014,92098,SUV,Automatic,Diesel,Navy Mercedes-Benz M ClassML350 CDi BlueTEC AMG Sport 5dr Auto 3.0,Cork,10
Mercedes-Benz GLA Class (GLA220 CDI),Benz,2024-06-02,13765.0,2014,89221,SUV,Automatic,Diesel,Black Mercedes-Benz Gla Class2.1 GLA220 CDI AMG Line 7G-DCT 4MATIC Euro 6 (s/s) 5dr3 previous owners,Limerick,10
Mercedes-Benz C Class (AMG Sport),Benz,2024-06-02,7109.0,2012,78247,Coupe,Manual,Diesel,Navy Mercedes-Benz C ClassC220 CDI BLUEEFFICIENCY AMG SPORT 2.1 2dr3 previous owners,Wexford,12
Mercedes-Benz CLS (AMG Line),Benz,2024-06-03,35248.0,2018,56586,Saloon,Automatic,Diesel,Mercedes-Benz CLS3.0 CLS350d AMG Line (Premium Plus) Coupe G-Tronic 4MATIC Euro 6 (s/s) 4dr,Leitrim,6
Mercedes-Benz E Class (E220d),Benz,2024-06-04,28449.0,2018,81481,Saloon,Automatic,Diesel,Blue Mercedes-Benz E Class2.0 E220d AMG Line (Premium) G-Tronic+ 4MATIC Euro 6 (s/s) 4dr2 previous owners,Meath,6
Mercedes-Benz A Class (A200d),Benz,2024-06-04,30365.0,2020,17981,Saloon,Automatic,Diesel,Red Mercedes-Benz A ClassA 200 D AMG LINE PREMIUM PLUS 2.0 4dr1 previous owner,Dublin,4
Mercedes-Benz GLE Class (AMG Line),Benz,2024-06-04,70867.0,2022,4034,SUV,Automatic,Diesel Hybrid,Grey Mercedes-Benz GLEGLE 350de 4Matic AMG Line Premium 5dr 9G-Tronic 2.01 previous owner,Dublin,2
Mercedes-Benz CLA Class (CLA180),Benz,2024-06-05,17497.0,2017,33356,Saloon,Manual,Petrol,Black Mercedes-Benz Cla ClassMercedes-Benz CLA 180 1.6 Sport 4dr Nav2 previous owners,Mayo,7
Mercedes-Benz A Class (A220 CDI),Benz,2024-06-06,15631.0,2015,68314,Hatchback,Automatic,Diesel,Navy Mercedes-Benz A-Class2.1 A220 CDI AMG NIGHT EDITION 5d 168 BHP PAN ROOF FULL LEATHERS FUUL LEATHERS,Kerry,9
Mercedes-Benz E Class (AMG Line),Benz,2024-06-08,24322.0,2017,29461,Saloon,Automatic,Diesel,Black Mercedes-Benz E ClassE220d AMG Line 4dr 9G-Tronic 2.0,Cork,7
Mercedes-Benz A Class (A45),Benz,2024-06-10,58778.0,2022,4955,Hatchback,Automatic,Petrol,Black Mercedes-Benz A ClassA45 S 4MATIC+ PLUS 5DR AUTO 2.0,Clare,2
Mercedes-Benz SLK (SLK200K),Benz,2024-06-10,9307.0,2009,33411,Convertible,Automatic,Petrol,Blue Mercedes-Benz SLK1.8 SLK200K Tiptronic Euro 4 2dr4 previous owners,Dublin,15
Mercedes-Benz E Class (SE),Benz,2024-06-11,23447.0,2017,49553,Estate,Automatic,Diesel,Red Mercedes-Benz E Class2.0 E220d SE (Premium Plus) Estate 5dr Diesel G-Tronic+ Euro 6 (s/s) (194 ps)1 previous owner,Dublin,7
Mercedes-Benz SLK (Edition 125),Benz,2024-06-11,8407.0,2012,63138,Convertible,Manual,Petrol,Silver Mercedes-Benz SLK1.8 SLK200 BLUEEFFICIENCY EDITION 125 2d 184 BHP LOVELY CONDITION*2 OWNERS*LEATHER,Dublin,12
Mercedes-Benz C Class (C220dh),Benz,2024-06-11,47932.0,2022,1381,Estate,Automatic,Diesel Hybrid,Navy Mercedes-Benz C ClassC220D Amg Line Premium 5Dr 9G-Tronic 2.02 previous owners,Cork,2
Mercedes-Benz A Class (AMG Line),Benz,2024-06-11,16747.0,2018,42285,Hatchback,Manual,Petrol,Mercedes-Benz A Class1.6 A160 AMG Line (Premium) Euro 6 (s/s) 5dr2 previous owners,Galway,6
Mercedes-Benz C Class (AMG Sport),Benz,2024-06-13,11652.0,2012,41198,Coupe,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C250 CDI BlueEfficiency AMG Sport Auto 2dr,Wicklow,12
Mercedes-Benz C Class (BlueEfficiency),Benz,2024-06-13,8434.0,2011,62762,Estate,Automatic,Petrol,Black Mercedes-Benz C Class1.8 C180 BlueEfficiency SE G-Tronic 5dr4 previous owners,Westmeath,13
Mercedes-Benz C Class (C250 CDI),Benz,2024-06-13,10824.0,2014,103327,Estate,Automatic,Diesel,Grey Mercedes-Benz C-Class2.1 C250 CDI AMG SPORT EDITION 5d 202 BHP,Cork,10
Mercedes-Benz C Class (C300d),Benz,2024-06-14,29445.0,2020,23491,Saloon,Automatic,Diesel,Black Mercedes-Benz C ClassC 300 d AMG Line Edition 2.0 4dr,Cork,4
Mercedes-Benz C Class (C180),Benz,2024-06-14,9222.0,2014,112947,Coupe,Automatic,Petrol,Black Mercedes-Benz C Class1.6 C180 AMG Sport Edition G-Tronic+ Euro 6 (s/s) 2dr3 previous owners,Carlow,10
Mercedes-Benz A Class (A180 CDI),Benz,2024-06-15,9176.0,2013,80007,Hatchback,Manual,Diesel,Red Mercedes-Benz A Class1.5 A180 CDI SE Euro 5 (s/s) 5dr,Tipperary,11
Mercedes-Benz C Class (C250 CDI),Benz,2024-06-16,5708.0,2012,121854,Saloon,Automatic,Diesel,Red Mercedes-Benz C Class2.1 C250 CDI BlueEfficiency Sport G-Tronic+ Euro 5 (s/s) 4dr3 previous owners,Kildare,12
Mercedes-Benz GLC Class (Urban Edition),Benz,2024-06-16,27592.0,2018,23053,SUV,Automatic,Petrol,Red Mercedes-Benz Glc-Class2.0 GLC 250 4MATIC URBAN EDITION 5dr,Donegal,6
Mercedes-Benz C Class (C220d),Benz,2024-06-16,15330.0,2015,88471,Saloon,Automatic,Diesel,Black Mercedes-Benz C-ClassC220D BLUETEC AMG LINE PREMIUM 4d 170 BHP 2.12 previous owners,Waterford,9
Mercedes-Benz A Class (A250),Benz,2024-06-16,29354.0,2019,19804,Hatchback,Automatic,Petrol,Mercedes-Benz A ClassA250 AMG Line Premium Plus 5dr Auto 2.0,Sligo,5
Mercedes-Benz CLA Class (Sport),Benz,2024-06-17,13924.0,2016,92155,Saloon,Automatic,Diesel,"Grey Mercedes-Benz CLA2.1 CLA 220 D SPORT 4d 174 BHP Automatic, Harman Kardon1 previous owner",Kilkenny,8
Mercedes-Benz Glb Class (AMG Line),Benz,2024-06-17,37532.0,2021,20514,SUV,Automatic,Diesel,Blue Mercedes-Benz Glb-ClassGLB 220 D 4MATIC AMG Line 5 Seats 2.0 5dr,Louth,3
Mercedes-Benz C Class (BlueTEC),Benz,2024-06-18,11032.0,2015,132076,Saloon,Manual,Diesel,Grey Mercedes-Benz C Class2.1 C220 BlueTEC AMG Line Euro 6 (s/s) 4dr2 previous owners,Dublin,9
Mercedes-Benz C Class (C250d),Benz,2024-06-18,26060.0,2017,40390,Coupe,Automatic,Diesel,Black Mercedes-Benz C-Class2.1 C 250 D 4MATIC AMG LINE PREMIUM PLUS 2d 201 BHP RED LEATHER / REV CAM / PARK ASSIST,Limerick,7
Mercedes-Benz GLC Class (GLC250),Benz,2024-06-18,27790.0,2018,30953,SUV,Automatic,Petrol,Blue Mercedes-Benz GLCGLC 250 4Matic Urban Edition 5dr 9G-Tronic 2.0,Louth,6
Mercedes-Benz E Class (BlueEfficiency),Benz,2024-06-18,8589.0,2012,86511,Coupe,Automatic,Diesel,Navy Mercedes-Benz E Class2.1 E250 CDI BlueEfficiency Sport G-Tronic 2dr5 previous owners,Leitrim,12
Mercedes-Benz GLA Class (GLA200),Benz,2024-06-19,17402.0,2017,57406,SUV,Manual,Petrol,"Black Mercedes-Benz Gla-Class1.6 GLA 200 SE 5d 154 BHP 7in Nav Ready Display Screen, Apple CarPlay / Android Auto, Colour Reverse Camera, Bluetooth / USB / CD Player, Leather Inte1 previous owner",Cavan,7
Mercedes-Benz C Class (BlueTEC),Benz,2024-06-19,15860.0,2014,59859,Saloon,Automatic,Diesel,Red Mercedes-Benz C Class2.1 C250 BlueTEC AMG Line G-Tronic+ Euro 6 (s/s) 4dr,Limerick,10
Mercedes-Benz E Class (AMG Sport),Benz,2024-06-20,13391.0,2014,62235,Saloon,Automatic,Diesel,Mercedes-Benz E Class2.1 E250 CDI AMG Sport G-Tronic+ Euro 5 (s/s) 4dr2 previous owners,Cavan,10
Mercedes-Benz GLA Class (GLA180),Benz,2024-06-21,21942.0,2018,44430,SUV,Automatic,Petrol,Silver Mercedes-Benz Gla ClassGLA180 1.6 Urban Edition SUV 5dr Petrol 7G-DCT Euro 6 (s/s) (122 ps)1 previous owner,Kildare,6
Mercedes-Benz E Class (MHEV EQ Boost),Benz,2024-06-21,52362.0,2019,21748,Convertible,Automatic,Petrol,Mercedes-Benz E Class3.0 E53 MHEV EQ Boost AMG Cabriolet 2dr Petrol SpdS TCT 4MATIC+ Euro 6 (s/s) (457 ps)2 previous owners,Dublin,5
Mercedes-Benz CLA Class (AMG Sport),Benz,2024-06-22,16946.0,2014,53404,Saloon,Automatic,Petrol,Blue Mercedes-Benz Cla ClassCLA250 AMG Sport Saloon 2.0 Automatic Petrol 4dr3 previous owners,Cavan,10
Mercedes-Benz CLC Class (Sport),Benz,2024-06-22,4275.0,2009,70419,Hatchback,Automatic,Petrol,Blue Mercedes-Benz Clc Class1.8 CLC180K Sport Coupe Auto Euro 4 3dr4 previous owners,Louth,15
Mercedes-Benz C Class (AMG Line),Benz,2024-06-23,19147.0,2017,55175,Coupe,Manual,Petrol,Blue Mercedes-Benz C-Class2.0 C 200 AMG LINE 2d 181 BHP1 previous owner,Kerry,7
Mercedes-Benz A Class (AMG Sport),Benz,2024-06-23,9960.0,2013,106068,Hatchback,Manual,Diesel,Mercedes-Benz A Class1.8 A200 CDI AMG Sport Euro 5 (s/s) 5dr3 previous owners,Meath,11
Mercedes-Benz GLA Class (GLA180),Benz,2024-06-23,22105.0,2019,35531,SUV,Automatic,Petrol,Silver Mercedes-Benz GLA180 Urban Edition 5dr Auto 1.6,Dublin,5
Mercedes-Benz C Class (C220 CDI),Benz,2024-06-24,11479.0,2015,54361,Coupe,Automatic,Diesel,Black Mercedes-Benz C Class2.1 C220 CDI AMG Sport Edition G-Tronic+ Euro 5 (s/s) 2dr2 previous owners,Clare,9
Mercedes-Benz A Class (SE),Benz,2024-06-25,9152.0,2015,69848,Hatchback,Automatic,Diesel,Blue Mercedes-Benz A Class1.5 A180 CDI SE 7G-DCT 5dr4 previous owners,Donegal,9
Mercedes-Benz C Class (BlueEfficiency),Benz,2024-06-25,10978.0,2012,40190,Coupe,Manual,Diesel,"Mercedes-Benz C-Class2.1 C220 CDI BLUEEFFICIENCY AMG SPORT PLUS 2d 168 BHP AMG COUPE, 2 KEYS, WARRANTY",Kildare,12
Mercedes-Benz CLA Class (CLA180),Benz,2024-06-25,33236.0,2020,18800,Saloon,Automatic,Petrol,Red Mercedes-Benz Cla ClassCLA 180 AMG Line Premium Plus 4dr Tip Auto 1.31 previous owner,Kerry,4
Mercedes-Benz CLA Class (CLA180),Benz,2024-06-25,20832.0,2018,27008,Saloon,Manual,Petrol,Red Mercedes-Benz Cla ClassCLA 180 AMG Line Coupe 1.6 4dr,Cork,6
Mercedes-Benz GLC Class (GLC43 V6),Benz,2024-06-26,65291.0,2021,4568,Coupe,Automatic,Petrol,Silver Mercedes-Benz Glc CoupeGlc 43 4Matic Premium Plus 5Dr Tct 3.02 previous owners,Clare,3
Mercedes-Benz GLC Class (AMG Line),Benz,2024-06-26,31524.0,2018,33476,Coupe,Automatic,Diesel,Blue Mercedes-Benz Glc Class2.1 GLC220d AMG Line G-Tronic+ 4MATIC Euro 6 (s/s) 5dr3 previous owners,Wexford,6
Mercedes-Benz A Class (A180 CDI),Benz,2024-06-27,10604.0,2013,94580,Hatchback,Automatic,Diesel,Grey Mercedes-Benz A Class1.8 A180 CDI AMG Sport Hatchback 5dr Diesel 7G-DCT Euro 5 (s/s) (109 ps)4 previous owners,Dublin,11
Mercedes-Benz Glb Class (GLB220d),Benz,2024-06-28,40096.0,2020,20481,SUV,Automatic,Diesel,Red Mercedes-Benz GLBGlb 220D 4Matic Amg Line Prem Plus 5Dr 8G-Tronic 2.02 previous owners,Cavan,4
Mercedes-Benz C Class (SE),Benz,2024-06-29,4280.0,2008,102126,Saloon,Automatic,Diesel,Red Mercedes-Benz C Class2.1 C220 CDI SE Saloon 4dr Diesel Auto Euro 4 (170 ps)7 previous owners,Monaghan,16
Mercedes-Benz E Class (E63 V8 BiTurbo),Benz,2024-06-30,64130.0,2019,19268,Estate,Automatic,Petrol,Black Mercedes-Benz E Class4.0 E63 V8 BiTurbo AMG S SpdS MCT 4MATIC+ Euro 6 (s/s) 5dr,Dublin,5
Mercedes-Benz GLA Class (GLA200d),Benz,2024-06-30,18389.0,2016,20657,SUV,Manual,Diesel,Black Mercedes-Benz GLA200d AMG Line 5dr 2.1,Meath,8
Mercedes-Benz CLA Class (AMG Line),Benz,2024-07-01,34109.0,2020,14484,Estate,Automatic,Diesel,Mercedes-Benz Cla-ClassCLA 220 d AMG Line Shooting Brake 2.0 5dr,Galway,4
Mercedes-Benz A Class (A200),Benz,2024-07-01,22881.0,2019,14535,Hatchback,Manual,Petrol,"Blue Mercedes-Benz A-Class1.3 A 200 AMG LINE 5d 161 BHP 7in Satellite Navigation System, 7in Driver's Active Display, Reverse Camera, Half Leather Interior, DAB / Bluetooth / U1 previous owner",Wicklow,5
Mercedes-Benz A Class (A250),Benz,2024-07-01,31147.0,2020,19440,Hatchback,Automatic,Petrol,Red Mercedes-Benz A Class2.0 A250 AMG Line (Premium Plus 2) 7G-DCT Euro 6 (s/s) 5dr1 previous owner,Meath,4
Mercedes-Benz A Class (A200),Benz,2024-07-03,34465.0,2022,5749,Hatchback,Automatic,Petrol,Blue Mercedes-Benz A ClassA200 AMG Line Premium Edition 5dr Auto 1.31 previous owner,Mayo,2
Mercedes-Benz Eqa (EQA 250),Benz,2024-07-03,48282.0,2021,23770,SUV,Automatic,Electric,Red Mercedes-Benz EQAEQA 250 AMG LINE PREMIUM 5dr1 previous owner,Dublin,3
Mercedes-Benz M Class (Sport),Benz,2024-07-05,11443.0,2011,98100,SUV,Automatic,Diesel,Mercedes-Benz M-Class3.0 ML300 CDI BLUEEFFICIENCY SPORT 5d 204 BHP,Kilkenny,13
Mercedes-Benz GLE Class (AMG S),Benz,2024-07-05,40386.0,2016,50401,SUV,Automatic,Petrol,Red Mercedes-Benz Gle Class5.5 GLE63 V8 AMG S (Premium) SpdS+7GT 4MATIC Euro 6 (s/s) 5dr,Galway,8
Mercedes-Benz S Class (AMG Line),Benz,2024-07-05,58404.0,2019,18968,Saloon,Automatic,Diesel,Grey Mercedes-Benz S-ClassS400d Premium L AMG Line 2.9 4dr2 previous owners,Cork,5
Mercedes-Benz C Class (BlueEfficiency),Benz,2024-07-05,4417.0,2009,92543,Saloon,Manual,Petrol,Red Mercedes-Benz C Class1.6 C180K BlueEfficiency SE Euro 4 4dr,Limerick,15
Mercedes-Benz GLA Class (AMG Line),Benz,2024-07-06,40865.0,2021,8809,SUV,Automatic,Diesel,Navy Mercedes-Benz Gla ClassGLA 220d 4Matic AMG Line Premium Plus 5dr Auto 2.0,Wicklow,3
Mercedes-Benz CLA Class (CLA200),Benz,2024-07-07,20713.0,2018,46460,Saloon,Automatic,Petrol,Blue Mercedes-Benz CLA200 AMG Line Edition 4dr Tip Auto 1.6,Galway,6
Mercedes-Benz C Class (C220),Benz,2024-07-08,11983.0,2014,80559,Saloon,Manual,Diesel,"Blue Mercedes-Benz C-Class2.1 C220 BLUETEC SPORT 4d 170 BHP + Full Dealer History, 7 Services",Dublin,10
Mercedes-Benz C Class (AMG Sport Plus),Benz,2024-07-09,8981.0,2012,77465,Saloon,Automatic,Diesel,Silver Mercedes-Benz C Class2.1 C220 CDI BlueEfficiency AMG Sport Plus G-Tronic+ Euro 5 (s/s) 4dr,Tipperary,12
Mercedes-Benz A Class (A35),Benz,2024-07-09,33385.0,2019,44327,Hatchback,Automatic,Petrol,Silver Mercedes-Benz A ClassA35 4Matic Premium Plus 5dr Auto 2.01 previous owner,Cork,5
Mercedes-Benz E Class (E220d),Benz,2024-07-10,28447.0,2019,43146,Convertible,Automatic,Diesel,Red Mercedes-Benz E Class2.0 E220d AMG Line Cabriolet G-Tronic+ Euro 6 (s/s) 2dr3 previous owners,Waterford,5
Mercedes-Benz A Class (A200),Benz,2024-07-10,20894.0,2018,20761,Hatchback,Automatic,Petrol,Red Mercedes-Benz A ClassA200 Sport Executive 5dr Auto 1.32 previous owners,Galway,6
Mercedes-Benz GLE Class (AMG Line),Benz,2024-07-10,56293.0,2021,14151,SUV,Automatic,Diesel,Grey Mercedes-Benz GLEGLE 350d 4Matic AMG Line 5dr 9G-Tronic [7 Seat] 2.9,Cork,3
Mercedes-Benz C Class (C350 CDI V6),Benz,2024-07-10,9711.0,2011,83287,Estate,Automatic,Diesel,Mercedes-Benz C Class3.0 C350 CDI V6 BlueEfficiency Sport Auto 5dr,Dublin,13
Mercedes-Benz A Class (AMG Line),Benz,2024-07-11,16532.0,2017,37080,Hatchback,Manual,Diesel,Black Mercedes-Benz A Class1.5L AMG Line A180d 5dr,Wexford,7
Mercedes-Benz M Class (BlueEfficiency),Benz,2024-07-12,8143.0,2011,131986,SUV,Automatic,Diesel,Black Mercedes-Benz M Class3.0 ML300 CDI V6 BlueEfficiency Grand Edition G-Tronic 4WD Euro 5 5dr2 previous owners,Mayo,13
Mercedes-Benz Glb Class (AMG Line),Benz,2024-07-12,39697.0,2020,11462,SUV,Automatic,Diesel,Grey Mercedes-Benz GLBGlb 220D 4Matic Amg Line Prem Plus 5Dr 8G-Tronic 2.03 previous owners,Dublin,4
Mercedes-Benz C Class (C220d),Benz,2024-07-12,16135.0,2017,62261,Saloon,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220d Sport G-Tronic+ Euro 6 (s/s) 4dr2 previous owners,Meath,7
Mercedes-Benz C Class (BlueTEC),Benz,2024-07-13,12207.0,2014,86247,Saloon,Manual,Diesel,Blue Mercedes-Benz C ClassC220 BlueTEC Sport 4dr 2.1,Kildare,10
Mercedes-Benz C Class (Sport),Benz,2024-07-14,20281.0,2019,57235,Saloon,Automatic,Diesel,Black Mercedes-Benz C Class2.0 C220d Sport Saloon 4dr Diesel G-Tronic+ Euro 6 (s/s) (194 ps)2 previous owners,Offaly,5
Mercedes-Benz A Class (AMG Sport),Benz,2024-07-14,11976.0,2014,96042,Hatchback,Automatic,Diesel,Navy Mercedes-Benz A-Class2.1 A220 CDI BLUEEFFICIENCY AMG SPORT 5d 170 BHP 1 PREVIOUS OWNER2 previous owners,Dublin,10
Mercedes-Benz C Class (EQ Boost),Benz,2024-07-16,27625.0,2019,20480,Coupe,Automatic,Petrol,Red Mercedes-Benz C-Class1.5 C 200 AMG LINE 2d AUTO-2 OWNER CAR-HEATED HALF LEATHER-REVERSE CAMERA-ACTIVE PARK ASSIST-BLUETOOTH-RAIN SENSOR-CRUISE CONTROL-ELECTRIC FOLDING MIR2 previous owners,Louth,5
Mercedes-Benz GLC Class (GLC220d),Benz,2024-07-16,36303.0,2018,4887,Coupe,Automatic,Diesel,Mercedes-Benz Glc Class2.1 GLC220d AMG Line (Premium) G-Tronic+ 4MATIC Euro 6 (s/s) 5dr2 previous owners,Cork,6
Mercedes-Benz S Class (BlueEfficiency),Benz,2024-07-17,9024.0,2010,98266,Saloon,Automatic,Diesel,Red Mercedes-Benz S ClassS350 CDI BLUEEFFICIENCY FACE LIFT MODEL 3.0 4dr3 previous owners,Wexford,14
Mercedes-Benz E Class (SE),Benz,2024-07-17,21833.0,2016,34841,Saloon,Automatic,Diesel,Grey Mercedes-Benz E ClassE220d SE Premium 4dr 9G-Tronic 2.02 previous owners,Leitrim,8
Mercedes-Benz E Class (E53 BiTurbo),Benz,2024-07-17,44591.0,2019,20642,Saloon,Automatic,Petrol,Grey Mercedes-Benz E-ClassE53 4Matic+ Premium Plus 4dr 9G-Tronic Petrol Saloon 3.0,Cork,5
Mercedes-Benz C Class (Executive SE),Benz,2024-07-18,4958.0,2013,158311,Coupe,Automatic,Diesel,Blue Mercedes-Benz C Class2.1 C220 CDI Executive SE G-Tronic+ Euro 5 (s/s) 2dr3 previous owners,Cork,11
Mercedes-Benz A Class (A180d),Benz,2024-07-19,22095.0,2019,49959,Hatchback,Automatic,Diesel,Mercedes-Benz A Class1.5L AMG Line A180d 5dr,Cavan,5
Mercedes-Benz GLA Class (GLA220d),Benz,2024-07-19,14902.0,2016,83418,SUV,Automatic,Diesel,Navy Mercedes-Benz Gla Class2.1 GLA220d Sport 7G-DCT 4MATIC Euro 6 (s/s) 5dr1 previous owner,Cork,8
Mercedes-Benz A Class (SE),Benz,2024-07-20,11684.0,2015,64533,Hatchback,Automatic,Petrol,Mercedes-Benz A Class1.6 A180 SE 7G-DCT Euro 6 (s/s) 5dr3 previous owners,Dublin,9
Mercedes-Benz A Class (A160),Benz,2024-07-20,19728.0,2018,22978,Hatchback,Automatic,Petrol,Black Mercedes-Benz A ClassA160 Sport Edition 5dr Auto 1.6,Galway,6
Mercedes-Benz E Class (SE),Benz,2024-07-20,11291.0,2012,77012,Convertible,Automatic,Petrol,Grey Mercedes-Benz E-Class1.8 E200 CGI BLUEEFFICIENCY S/S SE 2d 184 BHP,Dublin,12
Mercedes-Benz A Class (AMG Line),Benz,2024-07-21,19078.0,2017,25866,Hatchback,Manual,Diesel,Mercedes-Benz A Class2.1 A200d AMG Line Hatchback 5dr Diesel Manual Euro 6 (s/s) (136 ps)3 previous owners,Kilkenny,7
Mercedes-Benz GLA Class (GLA200),Benz,2024-07-22,22112.0,2018,24949,SUV,Manual,Petrol,Navy Mercedes-Benz GLAGLA 200 SE 5dr 1.6,Limerick,6
Mercedes-Benz S Class (S350d),Benz,2024-07-22,80309.0,2021,13992,Saloon,Automatic,Diesel,Navy Mercedes-Benz S Class Diesel SaloonS350d AMG Line 4dr 9G-Tronic 2.91 previous owner,Galway,3
Mercedes-Benz CLA Class (AMG Line),Benz,2024-07-23,30426.0,2019,18306,Saloon,Automatic,Petrol,Red Mercedes-Benz Cla ClassCLA 200 AMG Line Coupe 1.3 4dr,Dublin,5
Mercedes-Benz GLA Class (Sport),Benz,2024-07-23,28609.0,2019,13093,SUV,Automatic,Petrol,Silver Mercedes-Benz GLA250 4Matic Sport Executive 5dr Auto 2.0,Cork,5
Mercedes-Benz SLK (SLK250 CDI),Benz,2024-07-24,13467.0,2014,40250,Convertible,Automatic,Diesel,Red Mercedes-Benz SLK2.1 SLK250 CDI AMG Sport G-Tronic+ Euro 5 (s/s) 2dr,Kerry,10
Mercedes-Benz C Class (C300dh),Benz,2024-07-24,19445.0,2017,75200,Saloon,Automatic,Diesel Hybrid,Grey Mercedes-Benz C-Class2.1L C300 H AMG LINE PREMIUM 4d AUTO 204 BHP HYBRID2 previous owners,Kilkenny,7
Mercedes-Benz C Class (C63 V8),Benz,2024-07-25,20763.0,2013,84147,Coupe,Automatic,Petrol,Red Mercedes-Benz C Class6.3 C63 V8 AMG Edition 125 SpdS MCT Euro 5 2dr3 previous owners,Dublin,11
Mercedes-Benz E Class (BlueTEC),Benz,2024-07-25,15810.0,2015,40276,Convertible,Automatic,Diesel,Red Mercedes-Benz E Class2.1 E220 BlueTEC AMG Line Cabriolet G-Tronic+ Euro 6 (s/s) 2dr2 previous owners,Meath,9
Mercedes-Benz GLA Class (AMG Line),Benz,2024-07-26,18427.0,2017,48763,SUV,Automatic,Diesel,Black Mercedes-Benz Gla Class2.1L AMG Line GLA200d 5dr,Wicklow,7
Mercedes-Benz GLE Class (GLE43 V6),Benz,2024-07-26,37025.0,2017,71591,Coupe,Automatic,Petrol,Red Mercedes-Benz Gle Class3.0 GLE43 V6 AMG (Premium) G-Tronic 4MATIC Euro 6 (s/s) 5dr1 previous owner,Cork,7
Mercedes-Benz E Class (Sport),Benz,2024-07-26,8448.0,2012,121137,Saloon,Automatic,Diesel,Grey Mercedes-Benz E Class3.0 E350 CDI V6 BlueEfficiency Sport G-Tronic+ Euro 5 (s/s) 4dr,Dublin,12
Mercedes-Benz GLA Class (SE),Benz,2024-07-26,20674.0,2019,55818,SUV,Automatic,Diesel,Black Mercedes-Benz Gla ClassMercedes-Benz GLA 200d 2.1 SE Executive 5dr Auto 2WD1 previous owner,Tipperary,5
Mercedes-Benz CLS (BlueTEC),Benz,2024-07-28,17678.0,2015,98206,Estate,Automatic,Diesel,Silver Mercedes-Benz CLS3.0 CLS350 V6 BlueTEC AMG Line Shooting Brake G-Tronic+ Euro 6 (s/s) 5dr3 previous owners,Roscommon,9
Mercedes-Benz A Class (A180 CDI),Benz,2024-07-29,13192.0,2015,27018,Hatchback,Manual,Diesel,Navy Mercedes-Benz A ClassA180 CDI BLUEEFFICIENCY SPORT 1.5 5dr1 previous owner,Wicklow,9
Mercedes-Benz GLC Class (GLC63 V8 BiTurbo),Benz,2024-07-29,55509.0,2018,20149,SUV,Automatic,Petrol,Red Mercedes-Benz Glc-ClassMercedes-AMG GLC 63 S 4MATIC 4.0 5dr,Cork,6
Mercedes-Benz C Class (C250),Benz,2024-07-29,14910.0,2015,56572,Estate,Automatic,Diesel,Grey Mercedes-Benz C ClassC250 BlueTEC Sport 5dr Auto 2.1,Dublin,9
Mercedes-Benz E Class (E220 CDI),Benz,2024-07-31,8301.0,2014,118080,Saloon,Automatic,Diesel,Red Mercedes-Benz E Class2.1 E220 CDI SE G-Tronic+ Euro 5 (s/s) 4dr4 previous owners,Westmeath,10
Mercedes-Benz E Class (E250 CDI),Benz,2024-07-31,12663.0,2015,58870,Saloon,Automatic,Diesel,Silver Mercedes-Benz E Class2.1 E250 CDI SE G-Tronic+ Euro 5 (s/s) 4dr3 previous owners,Sligo,9
Mercedes-Benz GLE Class (GLE350d V6),Benz,2024-07-31,33654.0,2017,35229,SUV,Automatic,Diesel,Black Mercedes-Benz Gle Class3.0 GLE350d V6 AMG Line (Premium) SUV 5dr Diesel G-Tronic 4MATIC Euro 6 (s/s) (258 ps),Kerry,7
Mercedes-Benz E Class (E400 V6),Benz,2024-08-01,21361.0,2015,47649,Convertible,Automatic,Petrol,Navy Mercedes-Benz E Class3.5 E400 V6 AMG Line Cabriolet G-Tronic+ Euro 6 (s/s) 2dr2 previous owners,Dublin,9
Mercedes-Benz GLE Class (GLE300d),Benz,2024-08-02,55127.0,2019,13406,SUV,Automatic,Diesel,Red Mercedes-Benz GLEGle 300D 4Matic Amg Line Prem + 5Dr 9G-Tron [7 St] 2.01 previous owner,Waterford,5
Mercedes-Benz A Class (A160),Benz,2024-08-02,6672.0,2011,48355,Hatchback,Automatic,Petrol,Blue Mercedes-Benz A-ClassA160 CLASSIC SE 1.5 5d 95 BHP MERCEDES SPECIALIST,Wexford,13
Mercedes-Benz GLA Class (AMG Line),Benz,2024-08-02,15521.0,2015,59089,SUV,Manual,Diesel,Black Mercedes-Benz GLAGLA 200 CDI AMG Line 5dr 2.1,Cork,9
